name	Snippet	styleUrl	longitude	latitude	altitude	Type	Region
LaoQingShan	Record 119	#defaultStyleMap	103.9167	23.05	0	Sedimentary	China
LaoXue	Record 120	#defaultStyleMap	102.3333	26.2833	0	Sedimentary	China
ShiShan	Record 122	#defaultStyleMap	102.1667	24.1167	0	Sedimentary	China
TangDan	Record 123	#defaultStyleMap	102.6667	26.25	0	Sedimentary	China
YinMin	Record 125	#defaultStyleMap	102.3333	26.3167	0	Sedimentary	China
Lalachang	Record 126	#defaultStyleMap	101.9	26.1	0	Sedimentary	China
Yongping	Record 127	#defaultStyleMap	117.8	28.2167	0	Sedimentary	China
Tampakan	Record 427	#defaultStyleMap	125.0667	6.47	0	Hydrothermal	Philippines
Kundalyan	Record 6	#defaultStyleMap	66.5328	32.3128	0	Hydrothermal	Afghanistan
Cadia Hill/Ridgeway	Record 27	#defaultStyleMap	149	-33.4667	0	Hydrothermal	Australia
Endeavour	Record 28	#defaultStyleMap	148.0333	-32.9167	0	Hydrothermal	Australia
Coppin Gap	Record 29	#defaultStyleMap	120.1	-20.8833	0	Hydrothermal	Australia
Monywa	Record 77	#defaultStyleMap	95.0833	22.25	0	Hydrothermal	Burma
Bainaimiao	Record 113	#defaultStyleMap	112.7833	42.3	0	Hydrothermal	China
Duoxiasonduo	Record 131	#defaultStyleMap	97.8833	31.15	0	Hydrothermal	China
Mizek	Record 1454	#defaultStyleMap	77.4236111111111	48.9519444444445	0	Hydrothermal	Kazakhstan
Kennecott	Record 469	#defaultStyleMap	-142.84	61.528	0	Hydrothermal	United States
Allouez	Record 470	#defaultStyleMap	-88.404	47.289	0	Hydrothermal	United States
Calumet - Hecla	Record 472	#defaultStyleMap	-88.45	47.246	0	Hydrothermal	United States
Kearsarge	Record 473	#defaultStyleMap	-88.418	47.278	0	Hydrothermal	United States
Kingston Conglomerate	Record 474	#defaultStyleMap	-88.385	47.291	0	Hydrothermal	United States
Osceola	Record 475	#defaultStyleMap	-88.459	47.225	0	Hydrothermal	United States
Pewabic	Record 476	#defaultStyleMap	-88.567	47.133	0	Hydrothermal	United States
Bond Creek - Orange Hill	Record 477	#defaultStyleMap	-142.767	62.2	0	Hydrothermal	United States
Glacier Peak	Record 478	#defaultStyleMap	-120.979	48.198	0	Hydrothermal	United States
Lakeshore (Cyprus Casa Grande; Cyprus Tohono)	Record 479	#defaultStyleMap	-111.88	32.52	0	Hydrothermal	United States
Miami East	Record 480	#defaultStyleMap	-110.74	33.42	0	Hydrothermal	United States
Poston Butte (Florence)	Record 481	#defaultStyleMap	-111.417	33.117	0	Hydrothermal	United States
Red Mountain	Record 482	#defaultStyleMap	-110.72	31.49	0	Hydrothermal	United States
Santa Cruz	Record 483	#defaultStyleMap	-111.86	32.89	0	Hydrothermal	United States
Santa Cruz (Casa Grande) Sacaton	Record 484	#defaultStyleMap	-111.95	32.867	0	Hydrothermal	United States
Sheep Mountain	Record 485	#defaultStyleMap	-112.46	34.08	0	Hydrothermal	United States
Superior East (Pinal Ranch)	Record 486	#defaultStyleMap	-110.999	33.378	0	Hydrothermal	United States
Yerington	Record 487	#defaultStyleMap	-119.183	38.983	0	Hydrothermal	United States
Kona Dolomite	Record 488	#defaultStyleMap	-87.45	46.533	0	Hydrothermal	United States
Blackbird	Record 490	#defaultStyleMap	-114.339	45.121	0	Hydrothermal	United States
Iron Creek	Record 491	#defaultStyleMap	-114.115	44.962	0	Hydrothermal	United States
Ram (Idaho Cobalt Project)	Record 492	#defaultStyleMap	-114.36	45.14	0	Hydrothermal	United States
Ajo (New Cornelia)	Record 493	#defaultStyleMap	-112.85	32.36	0	Hydrothermal	United States
Dos Pobres	Record 494	#defaultStyleMap	-109.65	32.97	0	Hydrothermal	United States
Ely (Robinson, Ruth)	Record 495	#defaultStyleMap	-114.999	39.26	0	Hydrothermal	United States
Gjegjan	Record 1290	#defaultStyleMap	19.9333333333333	42.1666666666667	0	Hydrothermal	Albania
Lone Star	Record 496	#defaultStyleMap	-109.6	32.93	0	Hydrothermal	United States
Margaret (Earl)	Record 497	#defaultStyleMap	-122.081	46.356	0	Hydrothermal	United States
Pebble Copper (Pebble Beach)	Record 498	#defaultStyleMap	-155.296	59.898	0	Hydrothermal	United States
Safford (Lone Star, includes Dos Pobres, San Juan)	Record 499	#defaultStyleMap	-109.6	32.933	0	Hydrothermal	United States
Bagdad	Record 500	#defaultStyleMap	-113.17	34.58	0	Hydrothermal	United States
Bingham Canyon	Record 501	#defaultStyleMap	-112.14	40.54	0	Hydrothermal	United States
Butte (Continental, Berkeley etc.)	Record 502	#defaultStyleMap	-112.526	46.02	0	Hydrothermal	United States
Casa Grande West (Santa Cruz)	Record 503	#defaultStyleMap	-111.95	32.867	0	Hydrothermal	United States
Esperanza - Sierrita	Record 504	#defaultStyleMap	-111.12	31.869	0	Hydrothermal	United States
Miami - Inspiration (includes Bluebird, Copper Cities, Globe, Van Dyke)	Record 505	#defaultStyleMap	-110.74	33.42	0	Hydrothermal	United States
Mineral Park	Record 506	#defaultStyleMap	-114.15	35.367	0	Hydrothermal	United States
Paramillos	Record 871	#defaultStyleMap	-69.0833	-32.4166	0	Hydrothermal	Argentina
Morenci - Metcalf	Record 507	#defaultStyleMap	-109.34	33.09	0	Hydrothermal	United States
Pinto Valley - Castle Dome	Record 508	#defaultStyleMap	-110.95	33.4	0	Hydrothermal	United States
Atlas	Record 428	#defaultStyleMap	123.8333	10.3667	0	Hydrothermal	Philippines
Ray	Record 509	#defaultStyleMap	-110.97	33.16	0	Hydrothermal	United States
San Manuel - Kalamazoo	Record 510	#defaultStyleMap	-110.67	32.67	0	Hydrothermal	United States
Taurus	Record 511	#defaultStyleMap	-141.324	63.521	0	Hydrothermal	United States
Twin Buttes	Record 512	#defaultStyleMap	-111.03	31.88	0	Hydrothermal	United States
Tyrone	Record 513	#defaultStyleMap	-108.367	32.633	0	Hydrothermal	United States
Bisbee (Warren)	Record 514	#defaultStyleMap	-109.9	31.433	0	Hydrothermal	United States
Castle Dome (Pinto Valley, includes Carlota - Cactus)	Record 515	#defaultStyleMap	-110.95	33.4	0	Hydrothermal	United States
Hannover Mountains (Fierro - Hannover)	Record 516	#defaultStyleMap	-108.083	32.833	0	Hydrothermal	United States
Helvetia (Rosemont, includes Rosemont, Peach - Elgin, Broadtop Butte, and Copper World)	Record 517	#defaultStyleMap	-110.76	31.83	0	Hydrothermal	United States
Borts Uul	Record 340	#defaultStyleMap	93.95	49.3167	0	Hydrothermal	Mongolia
Bagacay	Record 438	#defaultStyleMap	125.2667	11.8	0	Hydrothermal	Philippines
Mission - Pima - San Xavier	Record 518	#defaultStyleMap	-111.067	31.983	0	Hydrothermal	United States
Rosemont - Peach - Elgin - Broadtop Butte	Record 519	#defaultStyleMap	-110.76	31.83	0	Hydrothermal	United States
Rock Creek (includes Rock Lake, Montanore, Copper Gulch, Horizon Basin, Rock Peak)	Record 520	#defaultStyleMap	-115.677	48.079	0	Hydrothermal	United States
Spar Lake (Troy mine)	Record 521	#defaultStyleMap	-115.905	48.23	0	Hydrothermal	United States
Bingham Canyon (skarn)	Record 522	#defaultStyleMap	-112.14	40.54	0	Hydrothermal	United States
Robinson	Record 523	#defaultStyleMap	-115	39.26	0	Hydrothermal	United States
Santa Rita (Chino, includes Groundhog - Pewabic - Empire (skarns))	Record 524	#defaultStyleMap	-108.067	32.792	0	Hydrothermal	United States
Magma	Record 525	#defaultStyleMap	-111.093	33.306	0	Hydrothermal	United States
Butte (Veins)	Record 526	#defaultStyleMap	-112.53	46.02	0	Hydrothermal	United States
Khokhbulgiin khondii	Record 343	#defaultStyleMap	99.6	46.4833	0	Metamorphic	Mongolia
Birch Lake	Record 627	#defaultStyleMap	-91.733	47.817	0	Igneous	United States
Babbit (Minnamax) - Mesaba project	Record 628	#defaultStyleMap	-91.883	47.641	0	Igneous	United States
Hinobaan	Record 430	#defaultStyleMap	122.5667	9.75	0	Hydrothermal	Philippines
Dunka Road - Northmet project	Record 629	#defaultStyleMap	-91.96	47.61	0	Igneous	United States
Kingking	Record 431	#defaultStyleMap	125.9917	7.1667	0	Hydrothermal	Philippines
Maturi	Record 630	#defaultStyleMap	-91.756	47.801	0	Igneous	United States
Bayda	Record 2607	#defaultStyleMap	56.45	24.4167	0	Hydrothermal	Oman
Olympic Dam	Record 30	#defaultStyleMap	136.8833	-30.45	0	Unclassified	Australia
Sin Quyen	Record 459	#defaultStyleMap	104.55	22.667	0	Unclassified	Vietnam
Mankayan	Record 432	#defaultStyleMap	120.7833	16.8583	0	Hydrothermal	Philippines
Marcopper	Record 433	#defaultStyleMap	122.0833	13.45	0	Hydrothermal	Philippines
Okuki	Record 293	#defaultStyleMap	132.6531	33.5094	0	Hydrothermal	Japan
Santo Tomas II	Record 435	#defaultStyleMap	120.625	16.2556	0	Hydrothermal	Philippines
Nevados del Famatina	Record 870	#defaultStyleMap	-67.75	-29	0	Hydrothermal	Argentina
Sipalay	Record 436	#defaultStyleMap	122.45	9.8167	0	Hydrothermal	Philippines
Taysan	Record 437	#defaultStyleMap	121.1333	13.8	0	Hydrothermal	Philippines
El Pachon	Record 862	#defaultStyleMap	-70.43	-31.58	0	Hydrothermal	Argentina
Juaramento	Record 866	#defaultStyleMap	-65.9	-25.13	0	Sedimentary	Argentina
Taca Taca	Record 882	#defaultStyleMap	-67.733	-24.583	0	Hydrothermal	Argentina
Taca Taca Bajo	Record 883	#defaultStyleMap	-66.7377	-24.5769	0	Hydrothermal	Argentina
Chacarilla	Record 890	#defaultStyleMap	-68.2	-17.5833	0	Sedimentary	Bolivia
Corocoro	Record 897	#defaultStyleMap	-68.4511	-17.1642	0	Sedimentary	Bolivia
Camaquã District	Record 921	#defaultStyleMap	-53.4333	-30.9167	0	Sedimentary	Brazil
Jaguarari/ Caraiba	Record 931	#defaultStyleMap	-39.8653	-9.8522	0	Hydrothermal	Brazil
Pedra Verde	Record 950	#defaultStyleMap	-41.1167	-3.5	0	Sedimentary	Brazil
Salobo	Record 959	#defaultStyleMap	-50.45	-5.75	0	Hydrothermal	Brazil
Serra do Diamante	Record 964	#defaultStyleMap	-38.9167	-6.9167	0	Sedimentary	Brazil
Cerro Granito	Record 856	#defaultStyleMap	-69.8167	-39.2167	0	Sedimentary	Argentina
Bethlehem	Record 977	#defaultStyleMap	-120.9967	50.4942	0	Hydrothermal	Canada
Casino	Record 988	#defaultStyleMap	-138.8167	62.7167	0	Hydrothermal	Canada
Coates Lake	Record 991	#defaultStyleMap	-126.62	62.6942	0	Hydrothermal	Canada
Copper Mountain	Record 996	#defaultStyleMap	-120.533	49.333	0	Hydrothermal	Canada
Dorchester	Record 1000	#defaultStyleMap	-64.4764	45.9286	0	Hydrothermal	Canada
Fish Lake	Record 1013	#defaultStyleMap	-123.6167	51.45	0	Hydrothermal	Canada
El Abra	Record 1106	#defaultStyleMap	-68.8366	-21.9083	0	Hydrothermal	Chile
Galore Creek -Copper Canyon/Stikine copper	Record 1016	#defaultStyleMap	-131.45	57.125	0	Hydrothermal	Canada
Gaspé Copper	Record 1017	#defaultStyleMap	-65.5167	48.9667	0	Hydrothermal	Canada
Hushamu (Expo)	Record 1028	#defaultStyleMap	-127.8583	50.675	0	Hydrothermal	Canada
Kemess North	Record 1031	#defaultStyleMap	-126.7575	57.0617	0	Hydrothermal	Canada
Kemess South	Record 1032	#defaultStyleMap	-126.7489	57.0061	0	Hydrothermal	Canada
Lochaber Lake	Record 1045	#defaultStyleMap	-62.05	45.4042	0	Hydrothermal	Canada
Lornex	Record 1047	#defaultStyleMap	-121.05	50.45	0	Hydrothermal	Canada
Matagami Lake	Record 1052	#defaultStyleMap	-77.717	49.717	0	Hydrothermal	Canada
Mount Milligan	Record 1055	#defaultStyleMap	-124.0667	55.1333	0	Hydrothermal	Canada
Poison Mountain	Record 1065	#defaultStyleMap	-122.6	51.1333	0	Hydrothermal	Canada
Red Chris	Record 1070	#defaultStyleMap	-129.7833	57.7	0	Hydrothermal	Canada
Schaft Creek (Liard Copper)	Record 1072	#defaultStyleMap	-131	57.35	0	Hydrothermal	Canada
Sulphurets	Record 1080	#defaultStyleMap	-130.25	56.5	0	Hydrothermal	Canada
Sulphurets-Kerr	Record 1081	#defaultStyleMap	-130.25	56.5	0	Hydrothermal	Canada
Valley Copper	Record 1089	#defaultStyleMap	-121.0469	50.4855	0	Hydrothermal	Canada
Windy Craggy	Record 1092	#defaultStyleMap	-137.7333	59.7333	0	Hydrothermal	Canada
Andacollo	Record 1096	#defaultStyleMap	-71.4166	-30.25	0	Hydrothermal	Chile
Cerro Casale	Record 1099	#defaultStyleMap	-69.2333	-27.7833	0	Hydrothermal	Chile
Cerro Colorado	Record 1100	#defaultStyleMap	-69.288	-20.0455	0	Hydrothermal	Chile
Chuqui Sur	Record 1101	#defaultStyleMap	-68.9017	-22.3233	0	Hydrothermal	Chile
Chuquicamata	Record 1102	#defaultStyleMap	-68.9	-22.275	0	Hydrothermal	Chile
Collahausi	Record 1103	#defaultStyleMap	-68.6866	-20.975	0	Hydrothermal	Chile
Damiana	Record 1104	#defaultStyleMap	-69.5906	-26.2586	0	Sedimentary	Chile
El Salvador	Record 1108	#defaultStyleMap	-69.5505	-26.2542	0	Hydrothermal	Chile
El Soldado	Record 1109	#defaultStyleMap	-71.1167	-32.65	0	Hydrothermal	Chile
Gaby	Record 1112	#defaultStyleMap	-68.8188	-23.41	0	Hydrothermal	Chile
Hydrothermal Verde	Record 1114	#defaultStyleMap	-70.3167	-26.55	0	Hydrothermal	Chile
Hydrothermals Blancos	Record 1115	#defaultStyleMap	-70.0694	-23.4416	0	Hydrothermal	Chile
Jardin	Record 1116	#defaultStyleMap	-70.1917	-27.7583	0	Sedimentary	Chile
La Candelaria	Record 1117	#defaultStyleMap	-70.4	-27.5333	0	Hydrothermal	Chile
La Escondida	Record 1119	#defaultStyleMap	-69.0716	-24.265	0	Hydrothermal	Chile
La Fortuna	Record 1120	#defaultStyleMap	-69.883	-28.6333	0	Hydrothermal	Chile
Lomas Bayas	Record 1123	#defaultStyleMap	-69.5116	-23.445	0	Hydrothermal	Chile
Los Bronces-Andina	Record 1124	#defaultStyleMap	-70.2667	-33.1333	0	Hydrothermal	Chile
Los Pelambres	Record 1125	#defaultStyleMap	-70.5	-31.7083	0	Hydrothermal	Chile
Manssa Mina	Record 1126	#defaultStyleMap	-68.9125	-22.3806	0	Hydrothermal	Chile
Manza Mina	Record 1127	#defaultStyleMap	-68.9125	-22.3805	0	Hydrothermal	Chile
Potrerillos	Record 1130	#defaultStyleMap	-69.4333	-26.4833	0	Hydrothermal	Chile
Potrerillos	Record 1131	#defaultStyleMap	-69.4239	-26.4875	0	Hydrothermal	Chile
Quebrada Blanca	Record 1132	#defaultStyleMap	-68.8	-21	0	Hydrothermal	Chile
Rio Blanco/ Los Bronces	Record 1134	#defaultStyleMap	-70.2666	-33.1333	0	Hydrothermal	Chile
San Antonio	Record 1136	#defaultStyleMap	-69.4239	-26.4858	0	Hydrothermal	Chile
Spence	Record 1137	#defaultStyleMap	-69.1814	-22.6891	0	Hydrothermal	Chile
Ticnamar	Record 1138	#defaultStyleMap	-69.45	-18.5933	0	Hydrothermal	Chile
Acandi	Record 1142	#defaultStyleMap	-77.17	8.3333	0	Hydrothermal	Colombia
Mocoa	Record 1147	#defaultStyleMap	-76.666	1.2417	0	Hydrothermal	Colombia
Pegadorcito-Pantanos	Record 1149	#defaultStyleMap	-76.5667	6.75	0	Hydrothermal	Colombia
Chaucha	Record 1157	#defaultStyleMap	-79.4166	-2.9333	0	Hydrothermal	Ecuador
Junin	Record 1158	#defaultStyleMap	-78.5833	0.3333	0	Hydrothermal	Ecuador
San Carlos	Record 1161	#defaultStyleMap	-78.416	-3.65	0	Hydrothermal	Ecuador
Cananea	Record 1180	#defaultStyleMap	-110.3167	30.9542	0	Hydrothermal	Mexico
El Arco	Record 1187	#defaultStyleMap	-113.5667	28.0333	0	Hydrothermal	Mexico
El Boleo	Record 1188	#defaultStyleMap	-112.3	27.283	0	Hydrothermal	Mexico
Zhaman-Aibat	Record 1489	#defaultStyleMap	68.75	46.8333333333333	0	Sedimentary	Kazakhstan
La Caridad	Record 1200	#defaultStyleMap	-109.5	30.3	0	Hydrothermal	Mexico
San Nicolas	Record 1236	#defaultStyleMap	-101.934	22.595	0	Hydrothermal	Mexico
Priorskoe	Record 1460	#defaultStyleMap	59.0666666666667	50.5333333333333	0	Hydrothermal	Kazakhstan
Santa Rosalia	Record 1242	#defaultStyleMap	-112.35	27.333	0	Hydrothermal	Mexico
Cerro Colorado	Record 1254	#defaultStyleMap	-81.7833	8.5	0	Hydrothermal	Panama
Petaquilla-Botija	Record 1255	#defaultStyleMap	-80.6666	8.8333	0	Hydrothermal	Panama
Antamina	Record 1257	#defaultStyleMap	-77.0833	-9.5333	0	Hydrothermal	Peru
Antapaccay	Record 1258	#defaultStyleMap	-71.2688	-14.9172	0	Hydrothermal	Peru
Carariaco	Record 1259	#defaultStyleMap	-79.2833	-6.0833	0	Hydrothermal	Peru
Cerro Verde	Record 1263	#defaultStyleMap	-71.5719	-16.5188	0	Hydrothermal	Peru
Cuajone	Record 1265	#defaultStyleMap	-70.671	-17.0422	0	Hydrothermal	Peru
El Galeno	Record 1266	#defaultStyleMap	-78.3166	-7.0167	0	Hydrothermal	Peru
La Granja	Record 1268	#defaultStyleMap	-79.1194	-6.3583	0	Hydrothermal	Peru
Los Pinos	Record 1269	#defaultStyleMap	-76.1394	-12.9758	0	Hydrothermal	Peru
Michiquillay	Record 1270	#defaultStyleMap	-78.3222	-7.3	0	Hydrothermal	Peru
Minas Conga	Record 1271	#defaultStyleMap	-78.358	-6.9255	0	Hydrothermal	Peru
Quellaveco	Record 1273	#defaultStyleMap	-70.5838	-17.108	0	Hydrothermal	Peru
Tambo Grande	Record 1276	#defaultStyleMap	-79.99	-4.7633	0	Hydrothermal	Peru
Tintaya	Record 1277	#defaultStyleMap	-71.3833	-14.8333	0	Hydrothermal	Peru
Toquepala	Record 1278	#defaultStyleMap	-70.6	-17.2166	0	Hydrothermal	Peru
Toromocho	Record 1279	#defaultStyleMap	-76.1333	-11.6	0	Hydrothermal	Peru
Tanama	Record 1281	#defaultStyleMap	-66.8167	18.25	0	Hydrothermal	Puerto Rico
Kadzharanskoe	Record 1293	#defaultStyleMap	46.0852777777778	39.1697222222222	0	Igneous	Armenia
Grund	Record 1350	#defaultStyleMap	10.2333333333333	51.85	0	Hydrothermal	Germany
Ujina	Record 1139	#defaultStyleMap	-68.605	-20.9961	0	Hydrothermal	Chile
Asarel	Record 1305	#defaultStyleMap	24.1833333333333	42.5333333333333	0	Hydrothermal	Bulgaria
Elatsite	Record 1307	#defaultStyleMap	23.9833333333333	42.8166666666667	0	Hydrothermal	Bulgaria
Medet	Record 1309	#defaultStyleMap	24.0833333333333	42.7166666666667	0	Hydrothermal	Bulgaria
Outokumpu district	Record 1329	#defaultStyleMap	28.9666666666667	62.5666666666667	0	Hydrothermal	Finland
Madneuli	Record 1345	#defaultStyleMap	44.7666666666667	41.5166666666667	0	Igneous	Georgia
Ermioni	Record 1356	#defaultStyleMap	23.25	37.4	0	Hydrothermal	Greece
Skouries/Fioska	Record 1360	#defaultStyleMap	23.7	40.4666666666667	0	Hydrothermal	Greece
Recsk-Lahoca	Record 1363	#defaultStyleMap	20.0833333333333	47.9	0	Hydrothermal	Hungary
Ladderbjerg	Record 1381	#defaultStyleMap	-22.0291666666667	73.4958333333333	0	Sedimentary	Kalaallit Nunaat (Greenland)
Rubjerg Knude	Record 1387	#defaultStyleMap	-23.6805555555556	72.6172222222222	0	Sedimentary	Kalaallit Nunaat (Greenland)
50 Let Oktyabrya	Record 1390	#defaultStyleMap	59.15	50.4666666666667	0	Hydrothermal	Kazakhstan
Aidarly	Record 1392	#defaultStyleMap	79.9166666666667	47	0	Igneous	Kazakhstan
Aqtogai	Record 1403	#defaultStyleMap	80	46.9833333333333	0	Igneous	Kazakhstan
Benqala North	Record 1413	#defaultStyleMap	61.7833333333333	51.2	0	Igneous	Kazakhstan
Benqala South	Record 1414	#defaultStyleMap	61.8166666666667	51.1	0	Igneous	Kazakhstan
Bozshakol	Record 1421	#defaultStyleMap	74.3166666666667	51.85	0	Igneous	Kazakhstan
Dzhezqasghan	Record 1427	#defaultStyleMap	66.25	48.0666666666667	0	Sedimentary	Kazakhstan
Koksai	Record 1437	#defaultStyleMap	78.4666666666667	44.4833333333333	0	Igneous	Kazakhstan
Maleevskoe	Record 1452	#defaultStyleMap	84.3166666666667	49.8833333333333	0	Hydrothermal	Kazakhstan
Qonyrat (Kounrad)	Record 1464	#defaultStyleMap	74.75	47	0	Igneous	Kazakhstan
Saryoba	Record 1468	#defaultStyleMap	67.4666666666667	48.1666666666667	0	Sedimentary	Kazakhstan
Sayak-II (Tastau)	Record 1470	#defaultStyleMap	77.4166666666667	47	0	Igneous	Kazakhstan
Bucim	Record 1514	#defaultStyleMap	22.3666666666667	41.6666666666667	0	Hydrothermal	Macedonia
Lokken	Record 1519	#defaultStyleMap	8.71666666666667	63.1	0	Hydrothermal	Norway
Borzecin/Sulmierzyce	Record 1522	#defaultStyleMap	17.25	51.5666666666667	0	Sedimentary	Poland
Lubin	Record 1524	#defaultStyleMap	16	51.5833333333333	0	Sedimentary	Poland
Myskow	Record 1525	#defaultStyleMap	19.3666666666667	51.6166666666667	0	Hydrothermal	Poland
Panasqueira	Record 1529	#defaultStyleMap	-7.55	40.1666666666667	0	Hydrothermal	Portugal
Apuseni District	Record 1530	#defaultStyleMap	23.3	46.3	0	Hydrothermal	Romania
Agyndja	Record 1540	#defaultStyleMap	148.032777777778	65.2155555555556	0	Sedimentary	Russia
Aksakovskaya	Record 1541	#defaultStyleMap	54.2333333333333	54	0	Sedimentary	Russia
Aleksandrovka Suite	Record 1545	#defaultStyleMap	120	57	0	Sedimentary	Russia
Bedoba River	Record 1561	#defaultStyleMap	97.25	58.8333333333333	0	Sedimentary	Russia
Belebey	Record 1562	#defaultStyleMap	54.1166666666667	54.0833333333333	0	Sedimentary	Russia
Bilyakchan	Record 1568	#defaultStyleMap	139	58.75	0	Sedimentary	Russia
Birgildinskoe	Record 1569	#defaultStyleMap	61.1166666666667	55.1333333333333	0	Igneous	Russia
Bryansk Rapids	Record 1574	#defaultStyleMap	103.75	55.5	0	Sedimentary	Russia
Bugulma	Record 1576	#defaultStyleMap	52.7666666666667	54.5333333333333	0	Sedimentary	Russia
Burpala	Record 1579	#defaultStyleMap	115	56.5	0	Sedimentary	Russia
Butun	Record 1580	#defaultStyleMap	116	55	0	Sedimentary	Russia
Chernorechenskaya	Record 1582	#defaultStyleMap	87.25	68.25	0	Sedimentary	Russia
Degtyarskoye	Record 1585	#defaultStyleMap	60.1333333333333	56.7333333333333	0	Hydrothermal	Russia
Federovo Sterlibasevo	Record 1596	#defaultStyleMap	55.0833333333333	53.5	0	Sedimentary	Russia
Gai	Record 1597	#defaultStyleMap	58.4833333333333	51.4666666666667	0	Hydrothermal	Russia
Graviisk	Record 1605	#defaultStyleMap	87.55	66.5166666666667	0	Sedimentary	Russia
Igadei	Record 1609	#defaultStyleMap	60.5	65.5	0	Sedimentary	Russia
Iliktinsk Suite	Record 1610	#defaultStyleMap	107.916666666667	53.5	0	Sedimentary	Russia
Irkineeva River	Record 1612	#defaultStyleMap	98.25	59.5	0	Sedimentary	Russia
Irkutsk Amphitheater	Record 1613	#defaultStyleMap	107.5	58	0	Sedimentary	Russia
Izluchinsk	Record 1616	#defaultStyleMap	86.75	67.6	0	Sedimentary	Russia
Kamo River	Record 1622	#defaultStyleMap	97.5	60.5	0	Sedimentary	Russia
Kan-Taseyeva Basin	Record 1624	#defaultStyleMap	95	57.5	0	Sedimentary	Russia
Kandrykul	Record 1625	#defaultStyleMap	53	55.4166666666667	0	Sedimentary	Russia
Kargala	Record 1629	#defaultStyleMap	56.85	51.75	0	Sedimentary	Russia
Katanga-Chadobets	Record 1630	#defaultStyleMap	100.75	59.5	0	Sedimentary	Russia
Kazyngol	Record 1633	#defaultStyleMap	90	51	0	Sedimentary	Russia
Kirov Region	Record 1640	#defaultStyleMap	49.8333333333333	58.3333333333333	0	Sedimentary	Russia
Kiyalykh-uzen	Record 1642	#defaultStyleMap	89.5666666666667	54.05	0	Igneous	Russia
Krasnogorskoe	Record 1649	#defaultStyleMap	142.116666666667	48.3644444444444	0	Igneous	Russia
Krasnoye	Record 1650	#defaultStyleMap	121	57.5	0	Sedimentary	Russia
Kurpandzha	Record 1657	#defaultStyleMap	137.016388888889	63.5233333333333	0	Sedimentary	Russia
Kyzyk-Chadr	Record 1661	#defaultStyleMap	96.7833333333333	52.9333333333333	0	Igneous	Russia
Lekyntelbei	Record 1667	#defaultStyleMap	66.3333333333333	67.8666666666667	0	Igneous	Russia
Lena	Record 1668	#defaultStyleMap	114.09	60.1558333333333	0	Sedimentary	Russia
Malokos	Record 1680	#defaultStyleMap	108	53.75	0	Sedimentary	Russia
Mount Sauri Pe	Record 1685	#defaultStyleMap	66.8333333333333	68	0	Sedimentary	Russia
Nakhtandjin (Lora)	Record 1686	#defaultStyleMap	153.480277777778	59.4113888888889	0	Igneous	Russia
Naminga Suite	Record 1687	#defaultStyleMap	117	56	0	Sedimentary	Russia
Nidysei Syncline	Record 1693	#defaultStyleMap	60	65.25	0	Sedimentary	Russia
Novonikolaevsk	Record 1699	#defaultStyleMap	60.5666666666667	53.2333333333333	0	Igneous	Russia
Olekma Branch	Record 1703	#defaultStyleMap	119.916666666667	57.3333333333333	0	Sedimentary	Russia
Orlovskoe	Record 1707	#defaultStyleMap	114.739722222222	51.0455555555556	0	Hydrothermal	Russia
Osennee	Record 1708	#defaultStyleMap	135.933055555556	50.4294444444444	0	Igneous	Russia
Pad-Yaga Musyur Range	Record 1709	#defaultStyleMap	65.5	67.5	0	Sedimentary	Russia
Padyagin	Record 1710	#defaultStyleMap	65	67	0	Sedimentary	Russia
Perm Vyatka	Record 1714	#defaultStyleMap	50.75	56.5	0	Sedimentary	Russia
Peschanka	Record 1715	#defaultStyleMap	164.532777777778	66.3661111111111	0	Igneous	Russia
Podolska	Record 1718	#defaultStyleMap	58.5	52.15	0	Hydrothermal	Russia
Rubtsovskoye	Record 1723	#defaultStyleMap	81.5	51.4666666666667	0	Hydrothermal	Russia
Rudnii	Record 1724	#defaultStyleMap	86.8	67.8333333333333	0	Sedimentary	Russia
Sakmara	Record 1726	#defaultStyleMap	55.3333333333333	52	0	Sedimentary	Russia
Salavat	Record 1728	#defaultStyleMap	57.5	53.1	0	Igneous	Russia
Salmysh	Record 1729	#defaultStyleMap	55.1166666666667	52.5	0	Sedimentary	Russia
Sibay	Record 1736	#defaultStyleMap	58.6333333333333	52.6833333333333	0	Hydrothermal	Russia
Skalistoe	Record 1738	#defaultStyleMap	111.272777777778	54.4605555555556	0	Igneous	Russia
South Muya Range	Record 1743	#defaultStyleMap	113.5	57.25	0	Sedimentary	Russia
Sukharikha	Record 1749	#defaultStyleMap	86.9313888888889	67.2663888888889	0	Sedimentary	Russia
Tagul-Uda Rivers	Record 1756	#defaultStyleMap	98	54	0	Sedimentary	Russia
Tominskoe	Record 1768	#defaultStyleMap	142.906944444444	54.2158333333333	0	Igneous	Russia
Tumannoe	Record 1770	#defaultStyleMap	131.736944444444	49.3775	0	Igneous	Russia
Tustuzhul	Record 1772	#defaultStyleMap	94	53	0	Sedimentary	Russia
Uchalinskoe, Uzel'ginskoe	Record 1774	#defaultStyleMap	59.3919444444444	54.1180555555556	0	Hydrothermal	Russia
Udokan	Record 1775	#defaultStyleMap	118.166666666667	56.5	0	Sedimentary	Russia
Ugui Graben	Record 1777	#defaultStyleMap	119.983333333333	59	0	Sedimentary	Russia
