name	Snippet	styleUrl	longitude	latitude	altitude	Type	Region
Solovyevskii Log	Record 1741	#defaultStyleMap	59.7963888888889	57.6408333333333	0	Surficial	Russia
Stepanoff Log	Record 1747	#defaultStyleMap	58.8	57.4655555555556	0	Surficial	Russia
Alako Water	Record 2645	#defaultStyleMap	-13.16472	8.33333	0	Surficial	Sierra Leone
Babadori Stream	Record 2646	#defaultStyleMap	-13.27611	8.46028	0	Surficial	Sierra Leone
Big Water	Record 2647	#defaultStyleMap	-13.11972	8.29694	0	Surficial	Sierra Leone
Freetown Layered Basic Complex Placers.	Record 2648	#defaultStyleMap	-13.16667	8.33333	0	Surficial	Sierra Leone
Glinda Water	Record 2649	#defaultStyleMap	-13.13333	8.3	0	Surficial	Sierra Leone
Guma Water	Record 2650	#defaultStyleMap	-13.2	8.37028	0	Surficial	Sierra Leone
Maandagshoek (Driekop, Onverwacht)	Record 2880	#defaultStyleMap	30.1792	-24.525	0	Igneous	South Africa
Boschkoppie 104 Jq	Record 2871	#defaultStyleMap	27.13333	-25.45	0	Igneous	South Africa
Crocodile River	Record 2872	#defaultStyleMap	27.4917	-25.5	0	Igneous	South Africa
Der Brochen 7 Jt	Record 2873	#defaultStyleMap	30.11667	-25.06667	0	Igneous	South Africa
Eastern (Lonmin)	Record 2874	#defaultStyleMap	23.6667	-26.05	0	Igneous	South Africa
Elandsfontein 386 Kq	Record 2876	#defaultStyleMap	27.1	-25.46667	0	Igneous	South Africa
Karee	Record 2878	#defaultStyleMap	27.45	-25.6833	0	Surficial	South Africa
Kennedy's Vale	Record 2879	#defaultStyleMap	30.0986	-24.8292	0	Igneous	South Africa
Zeekoegat No. 421 Ks	Record 2882	#defaultStyleMap	29.83333	-24.26667	0	Igneous	South Africa
Driekop	Record 2883	#defaultStyleMap	30.17778	-24.58167	0	Igneous	South Africa
Rustenburg (Amplats, Union Section, Amandelbult Section, RPM)	Record 2884	#defaultStyleMap	27.33333	-25.66667	0	Igneous	South Africa
Western Bushveld	Record 2885	#defaultStyleMap	27.44611	-25.70333	0	Igneous	South Africa
Drenthe 778	Record 2886	#defaultStyleMap	28.88333	-23.91667	0	Igneous	South Africa
Mooihoek	Record 2887	#defaultStyleMap	30.15833	-24.62917	0	Igneous	South Africa
Onverwacht	Record 2888	#defaultStyleMap	30.16861	-24.68167	0	Igneous	South Africa
Bafokeng South	Record 2889	#defaultStyleMap	27.25	-25.5	0	Igneous	South Africa
Blaavwbank	Record 2890	#defaultStyleMap	29.25	-25.41667	0	Igneous	South Africa
Pp Rust (Potgietersrus, Pots Plat, Sandsloot Pit, Zwartfontein Pits, Tweefontein Pits, Platreef Pit, Sterkwater, Sandfontein)	Record 2891	#defaultStyleMap	28.8208	-24.025	0	Igneous	South Africa
Vaalkop - Zwartfontein Section	Record 2892	#defaultStyleMap	28.85444	-24	0	Igneous	South Africa
Forest Hill 117 Kt	Record 2893	#defaultStyleMap	30.1	-24.46667	0	Unclassified	South Africa
Impala	Record 2894	#defaultStyleMap	27.21667	-25.55	0	Igneous	South Africa
Western Platinum	Record 2895	#defaultStyleMap	27.53333	-25.68333	0	Igneous	South Africa
Amandelbult	Record 2896	#defaultStyleMap	27.28333	-24.78333	0	Igneous	South Africa
Atok (Lebowa, Leplats, Middelpunk Hill, Lobewa)	Record 2897	#defaultStyleMap	29.84139	-24.32167	0	Igneous	South Africa
Eastern Bushveld Sector: Merensky Reef	Record 2898	#defaultStyleMap	29.875	-24.29167	0	Igneous	South Africa
Platreef	Record 2899	#defaultStyleMap	28.83333	-24	0	Igneous	South Africa
Merensky Reef	Record 2900	#defaultStyleMap	28.5	-24.5	0	Igneous	South Africa
Northam	Record 2901	#defaultStyleMap	27.3431	-24.825	0	Igneous	South Africa
Makwiro Platinum Field	Record 3162	#defaultStyleMap	30.42861	-17.96389	0	Unclassified	Zimbabwe
Wedza (Mimosa)	Record 3163	#defaultStyleMap	29.80833	-20.29083	0	Igneous	Zimbabwe
Hartley	Record 3161	#defaultStyleMap	30.45	-18.075	0	Igneous	Zimbabwe
Winterveld 293 Kt	Record 2881	#defaultStyleMap	30.16667	-24.18333	0	Igneous	South Africa
J - M Reef - Stillwater mine	Record 639	#defaultStyleMap	-109.874	45.389	0	Igneous	United States
McDonald	Record 549	#defaultStyleMap	-112.525	47	0	Hydrothermal	United States
Emperor	Record 246	#defaultStyleMap	177.5117	-17.55	0	Hydrothermal	Fiji
Reefton	Record 394	#defaultStyleMap	171.85	-42.0833	0	Hydrothermal	New Zealand
Waihi	Record 395	#defaultStyleMap	175.8461	-37.3889	0	Hydrothermal	New Zealand
Porgera/Waruwari	Record 423	#defaultStyleMap	143.0833	-5.4667	0	Hydrothermal	Papua New Guinea
Lepanto	Record 439	#defaultStyleMap	120.7528	16.85	0	Hydrothermal	Philippines
Baguio	Record 440	#defaultStyleMap	120.6417	16.4236	0	Hydrothermal	Philippines
Huangshilaoshan	Record 159	#defaultStyleMap	117.8136	30.8972	0	Metamorphic	China
Xinqiao	Record 160	#defaultStyleMap	117.9767	30.9183	0	Metamorphic	China
Palmer River	Record 35	#defaultStyleMap	143.4654	-15.8816	0	Surficial	Australia
Huanan	Record 148	#defaultStyleMap	130.9167	46.3333	0	Surficial	China
Huma	Record 149	#defaultStyleMap	126.6667	50.0833	0	Surficial	China
Jiayin	Record 151	#defaultStyleMap	130.5	47.1667	0	Surficial	China
Mohe	Record 155	#defaultStyleMap	121.6667	52.6167	0	Surficial	China
Otago	Record 396	#defaultStyleMap	170.4333	-45.3833	0	Surficial	New Zealand
Donlin Creek	Record 527	#defaultStyleMap	-158.217	62.075	0	Hydrothermal	United States
Fort Knox	Record 528	#defaultStyleMap	-147.367	64.967	0	Hydrothermal	United States
Pogo (Liese zone)	Record 529	#defaultStyleMap	-144.883	64.283	0	Hydrothermal	United States
Alaska - Juneau (A.J., Perseverance)	Record 530	#defaultStyleMap	-134.345	58.308	0	Hydrothermal	United States
Empire - North Star	Record 531	#defaultStyleMap	-121.045	39.206	0	Hydrothermal	United States
Homestake	Record 532	#defaultStyleMap	-103.77	44.36	0	Hydrothermal	United States
Idaho - Maryland - Eureka - Brunswick	Record 533	#defaultStyleMap	-121.038	39.224	0	Hydrothermal	United States
Candelaria	Record 536	#defaultStyleMap	-118.08	38.15	0	Hydrothermal	United States
Hardshell	Record 537	#defaultStyleMap	-110.72	31.46	0	Hydrothermal	United States
Lone Tree - Stonehouse	Record 538	#defaultStyleMap	-117.21	40.83	0	Hydrothermal	United States
McCoy - Cove	Record 539	#defaultStyleMap	-117.21	40.34	0	Hydrothermal	United States
Rochester	Record 540	#defaultStyleMap	-118.15	40.28	0	Hydrothermal	United States
Bald Mountain (Wharf, Trojan, Portland)	Record 541	#defaultStyleMap	-103.842	44.344	0	Hydrothermal	United States
Black Hills Tertiary (includes Gilt Edge, Golden Reward, Annie Creek (Foley Ridge), Richmond Hill, Green Mountain)	Record 542	#defaultStyleMap	-103.767	44.333	0	Hydrothermal	United States
Cripple Creek	Record 544	#defaultStyleMap	-105.133	38.717	0	Hydrothermal	United States
Goldbanks	Record 545	#defaultStyleMap	-117.604	40.465	0	Hydrothermal	United States
Golden Sunlight	Record 546	#defaultStyleMap	-112.014	45.906	0	Hydrothermal	United States
Goldfield	Record 547	#defaultStyleMap	-117.21	37.71	0	Hydrothermal	United States
Ken Snyder (Midas) mine (Gold Circle district)	Record 548	#defaultStyleMap	-116.79	41.25	0	Hydrothermal	United States
McLaughlin	Record 550	#defaultStyleMap	-122.357	38.836	0	Hydrothermal	United States
Mesquite	Record 551	#defaultStyleMap	-114.963	33.098	0	Hydrothermal	United States
Oatman	Record 552	#defaultStyleMap	-114.447	35.1	0	Hydrothermal	United States
Ortiz Mountains (Old Placers)	Record 553	#defaultStyleMap	-106.167	35.317	0	Hydrothermal	United States
Republic District (Knob Hill etc.)	Record 554	#defaultStyleMap	-118.758	48.673	0	Hydrothermal	United States
Round Mountain	Record 555	#defaultStyleMap	-117.08	38.7	0	Hydrothermal	United States
Sleeper	Record 556	#defaultStyleMap	-118.05	41.33	0	Hydrothermal	United States
Tonopah	Record 557	#defaultStyleMap	-117.23	38.07	0	Hydrothermal	United States
Erdaogou	Record 146	#defaultStyleMap	120.3472	42.0833	0	Hydrothermal	China
Zortman - Landusky	Record 558	#defaultStyleMap	-108.586	47.929	0	Hydrothermal	United States
Battle Mountain (Tomboy - Minnie - Fortitude - Northeast Ext. - Iron Canyon - Midas - Phoenix)	Record 559	#defaultStyleMap	-117.12	40.53	0	Hydrothermal	United States
Betze - Post (Betze, Screamer, and Deep Post)	Record 560	#defaultStyleMap	-116.358	40.977	0	Hydrothermal	United States
Carlin - Hardie	Record 561	#defaultStyleMap	-116.32	40.912	0	Hydrothermal	United States
Chimney Creek South - Rabbit Creek	Record 562	#defaultStyleMap	-117.157	41.28	0	Hydrothermal	United States
Cortez (Cortez, Pipeline, South Pipeline, Pediment, Gap, Gold Acres, and Horse Canyon)	Record 563	#defaultStyleMap	-116.74	40.248	0	Hydrothermal	United States
Genesis - Blue Star - Beast - Bobcat - Northstar	Record 564	#defaultStyleMap	-116.352	40.952	0	Hydrothermal	United States
Getchell (Getchell, Turquoise Ridge, North Zone)	Record 565	#defaultStyleMap	-117.26	41.21	0	Hydrothermal	United States
Gold Quarry South Layback (Maggie Creek district)	Record 566	#defaultStyleMap	-116.225	40.825	0	Hydrothermal	United States
Jerritt Canyon (Burns Basin, Enfield Bell, Pattani Springs)	Record 567	#defaultStyleMap	-116.01	41.34	0	Hydrothermal	United States
Leeville (West Leeville, Four Corners, Turf)	Record 568	#defaultStyleMap	-116.32	40.93	0	Hydrothermal	United States
Meikle (Purple Vein) (Meikle, South Meikle, Griffin, and Rodeo)	Record 569	#defaultStyleMap	-116.36	41.01	0	Hydrothermal	United States
Twin Creeks (Chimney Creek and Rabbit Creek)	Record 570	#defaultStyleMap	-117.17	41.28	0	Hydrothermal	United States
Goodsprings	Record 571	#defaultStyleMap	-115.5	35.85	0	Hydrothermal	United States
Pride of the Mountains	Record 572	#defaultStyleMap	-121.369	47.981	0	Hydrothermal	United States
Pass Peak Formation	Record 825	#defaultStyleMap	-110.292	43.988	0	Surficial	United States
Jamestown	Record 534	#defaultStyleMap	-120.437	37.946	0	Hydrothermal	United States
Nurkazgan	Record 1458	#defaultStyleMap	73.0166666666667	50.15	0	Igneous	Kazakhstan
Manhatten Alluvial Fan	Record 821	#defaultStyleMap	-117.15	38.533	0	Surficial	United States
Columbia	Record 815	#defaultStyleMap	-120.319	38.061	0	Surficial	United States
Fairbanks	Record 816	#defaultStyleMap	-146.5	64.917	0	Surficial	United States
Folsom	Record 817	#defaultStyleMap	-121.175	38.684	0	Surficial	United States
Greaterville	Record 818	#defaultStyleMap	-110.753	31.763	0	Surficial	United States
Hammonton	Record 819	#defaultStyleMap	-121.415	39.204	0	Surficial	United States
Kougarok	Record 820	#defaultStyleMap	-164.83	65.75	0	Surficial	United States
Nome	Record 822	#defaultStyleMap	-165.5	64.5	0	Surficial	United States
North Bloomfield	Record 823	#defaultStyleMap	-120.915	39.394	0	Surficial	United States
Oregon Gulch	Record 824	#defaultStyleMap	-108.833	42.317	0	Surficial	United States
York	Record 844	#defaultStyleMap	-111.75	46.721	0	Unclassified	United States
Mike	Record 845	#defaultStyleMap	-116.247	40.806	0	Unclassified	United States
Cerro Vanguardia	Record 858	#defaultStyleMap	-68.3111	-48.3888	0	Hydrothermal	Argentina
Diablilllos	Record 860	#defaultStyleMap	-66.78	-25.17	0	Hydrothermal	Argentina
Veladero	Record 885	#defaultStyleMap	-66.88	-29.5	0	Hydrothermal	Argentina
Kori Kollo	Record 900	#defaultStyleMap	-67.4497	-17.8028	0	Hydrothermal	Bolivia
Kalgoorlie	Record 34	#defaultStyleMap	121.5333	-30.75	0	Hydrothermal	Australia
Fazenda Brasileiro	Record 926	#defaultStyleMap	-39.0789	-11.4625	0	Hydrothermal	Brazil
Morro Velho	Record 938	#defaultStyleMap	-43.85	-19.95	0	Sedimentary	Brazil
São Bento	Record 961	#defaultStyleMap	-43.3333	-19.95	0	Hydrothermal	Brazil
Serra Pelada	Record 965	#defaultStyleMap	-49.7	-5.9	0	Surficial	Brazil
Aunor-DelniteAnkerite	Record 974	#defaultStyleMap	-81.2972	48.4369	0	Hydrothermal	Canada
Bralorne-Pioneer	Record 983	#defaultStyleMap	-122.8033	50.7764	0	Hydrothermal	Canada
Campbell (Red LakeDickenson)	Record 986	#defaultStyleMap	-93.75	51.05	0	Hydrothermal	Canada
Dome-PaymasterPreston	Record 999	#defaultStyleMap	-81.2425	48.4636	0	Hydrothermal	Canada
Doyon-BousquetLaRhonde	Record 1001	#defaultStyleMap	-78.4833	48.25	0	Hydrothermal	Canada
Dublin Gulch	Record 1002	#defaultStyleMap	-115.8333	64.0333	0	Hydrothermal	Canada
Hemlo	Record 1023	#defaultStyleMap	-85.9	48.5333	0	Hydrothermal	Canada
Hollinger-Mcintryre	Record 1025	#defaultStyleMap	-81.3132	48.4732	0	Hydrothermal	Canada
Horne (HorneQuemont)	Record 1026	#defaultStyleMap	-79	48.2667	0	Hydrothermal	Canada
Kerr (Kerr-Addison)	Record 1034	#defaultStyleMap	-79.5667	48.1333	0	Hydrothermal	Canada
Kirkland Lake (Macassa, Kirkland Lake, Teck Hughes, Lake Shore, Wright Hargreaves, Sylvanite, Toburn)	Record 1037	#defaultStyleMap	-80.05	48.15	0	Hydrothermal	Canada
Lac Troilus	Record 1042	#defaultStyleMap	-74.5833	50.85	0	Hydrothermal	Canada
Con	Record 994	#defaultStyleMap	-114.3333	62.5083	0	Hydrothermal	Canada
Musselwhite Mine	Record 1058	#defaultStyleMap	-90.3636	52.6128	0	Hydrothermal	Canada
Pamour-HallnorBroulan	Record 1063	#defaultStyleMap	-81.1152	48.5228	0	Hydrothermal	Canada
Sigma-Lamaque	Record 1074	#defaultStyleMap	-77.7667	48.1	0	Hydrothermal	Canada
Tiriruniak	Record 1087	#defaultStyleMap	-92.1781	62.9272	0	Hydrothermal	Canada
El Indio	Record 1107	#defaultStyleMap	-69.9833	-29.7683	0	Hydrothermal	Chile
Lobo	Record 1122	#defaultStyleMap	-69.0333	-27.2	0	Hydrothermal	Chile
Refugio	Record 1133	#defaultStyleMap	-69.2667	-27.3833	0	Hydrothermal	Chile
San Juan/Atrato Rivers	Record 1150	#defaultStyleMap	-76.65	5.7	0	Surficial	Colombia
Pueblo Viejo	Record 1156	#defaultStyleMap	-70.1794	18.97	0	Hydrothermal	Dominican Republic
Nambija	Record 1159	#defaultStyleMap	-78.7833	-4.0667	0	Hydrothermal	Ecuador
Portovelo	Record 1160	#defaultStyleMap	-79.5833	-3.6333	0	Hydrothermal	Ecuador
Omai	Record 1166	#defaultStyleMap	-59	5.2	0	Hydrothermal	Guyana
Bacis (Otaez)	Record 1175	#defaultStyleMap	-105.9	24.57	0	Hydrothermal	Mexico
Kilo-Moto	Record 2233	#defaultStyleMap	28.7333	3.35	0	Unclassified	Congo (Kinshasa)
Cerro San Pedro	Record 1182	#defaultStyleMap	-100.798	22.298	0	Hydrothermal	Mexico
Francisco I. Madero	Record 1194	#defaultStyleMap	-102.7	22.806	0	Hydrothermal	Mexico
Metates	Record 1211	#defaultStyleMap	-106.375	24.905	0	Hydrothermal	Mexico
Mulatos (district)	Record 1213	#defaultStyleMap	-108.7417	28.65	0	Hydrothermal	Mexico
Santa Cruz	Record 1238	#defaultStyleMap	-106.098	24.733	0	Hydrothermal	Mexico
Yanacocha	Record 1280	#defaultStyleMap	-78.5156	-6.903	0	Hydrothermal	Peru
Alto Chicama	Record 1256	#defaultStyleMap	-78.6167	-7.6667	0	Hydrothermal	Peru
Cerro Corona	Record 1260	#defaultStyleMap	-78.6667	-6.85	0	Hydrothermal	Peru
Pierina	Record 1272	#defaultStyleMap	-77.5833	-9.4417	0	Hydrothermal	Peru
Hanshan	Record 147	#defaultStyleMap	96.475	39.0833	0	Hydrothermal	China
Zod	Record 1295	#defaultStyleMap	45.9333333333333	40.2166666666667	0	Hydrothermal	Armenia
Tolgoit	Record 355	#defaultStyleMap	107.3667	49.4667	0	Surficial	Mongolia
Kensington - Jualin	Record 535	#defaultStyleMap	-135.087	58.866	0	Hydrothermal	United States
Jiaodong	Record 150	#defaultStyleMap	106.65	33.8833	0	Hydrothermal	China
Chelopech	Record 1306	#defaultStyleMap	24	42.5	0	Hydrothermal	Bulgaria
Juomasuo	Record 1319	#defaultStyleMap	25.8	66.3166666666667	0	Hydrothermal	Finland
Kutemajarvi	Record 1322	#defaultStyleMap	22.3	61.6	0	Hydrothermal	Finland
Orivesi	Record 1327	#defaultStyleMap	24.35	61.6833333333333	0	Hydrothermal	Finland
Pampalo	Record 1330	#defaultStyleMap	31.2	63	0	Hydrothermal	Finland
Suurikiisikko	Record 1334	#defaultStyleMap	25.1166666666667	67.7	0	Hydrothermal	Finland
Salsigne	Record 1342	#defaultStyleMap	2.35	43.3166666666667	0	Hydrothermal	France
Zopkhito	Record 1348	#defaultStyleMap	43.4166666666667	42.85	0	Hydrothermal	Georgia
Olympias/Kassandra	Record 1358	#defaultStyleMap	23.7666666666667	40.6	0	Hydrothermal	Greece
Iduapriem	Record 2362	#defaultStyleMap	-2.0417	5.2417	0	Surficial	Ghana
Osilo	Record 1371	#defaultStyleMap	8.66666666666667	40.6833333333333	0	Hydrothermal	Italy
Skouries/Fioska	Record 1374	#defaultStyleMap	8.95	39.4666666666667	0	Hydrothermal	Italy
Nalunaq	Record 1384	#defaultStyleMap	-44.8341666666667	60.3558333333333	0	Hydrothermal	Kalaallit Nunaat (Greenland)
Platinova Reef, Skaergaard Intrusion	Record 1385	#defaultStyleMap	-31.8333333333333	68.2	0	Igneous	Kalaallit Nunaat (Greenland)
Aqbakai	Record 1400	#defaultStyleMap	72.6833333333333	45.1166666666667	0	Igneous	Kazakhstan
Aqtash	Record 1402	#defaultStyleMap	73.1	42.5333333333333	0	Igneous	Kazakhstan
Baqyrchik	Record 1408	#defaultStyleMap	81.5166666666667	49.4833333333333	0	Hydrothermal	Kazakhstan
Bestobe West	Record 1416	#defaultStyleMap	73.1166666666667	52.5166666666667	0	Igneous	Kazakhstan
Bolshevik	Record 1419	#defaultStyleMap	81.2	49.75	0	Hydrothermal	Kazakhstan
Kvartsitovye Gorki	Record 1448	#defaultStyleMap	72	52.4666666666667	0	Igneous	Kazakhstan
Maikain	Record 1451	#defaultStyleMap	75.8	51.4833333333333	0	Hydrothermal	Kazakhstan
Vasil'evskoe	Record 1481	#defaultStyleMap	81.5883333333333	49.1333333333333	0	Igneous	Kazakhstan
Vasil'kovskoe	Record 1482	#defaultStyleMap	69.2627777777778	53.3505555555556	0	Igneous	Kazakhstan
Zholymbet	Record 1491	#defaultStyleMap	71.75	51.75	0	Igneous	Kazakhstan
Andash	Record 1493	#defaultStyleMap	73	42.5333333333333	0	Igneous	Kyrgyzstan
Chaarat	Record 1496	#defaultStyleMap	71.2	42.0333333333333	0	Igneous	Kyrgyzstan
Jerooy	Record 1500	#defaultStyleMap	72.7333333333333	42.3	0	Igneous	Kyrgyzstan
Kuku-Tegerek	Record 1503	#defaultStyleMap	71.4638888888889	42.0016666666667	0	Hydrothermal	Kyrgyzstan
Kumtor	Record 1504	#defaultStyleMap	77.8352777777778	41.9488888888889	0	Igneous	Kyrgyzstan
Kuru-Tegerek	Record 1505	#defaultStyleMap	71.45	42.05	0	Igneous	Kyrgyzstan
Makmal	Record 1507	#defaultStyleMap	73.9833333333333	41.1833333333333	0	Igneous	Kyrgyzstan
Taldybulak Levoberezhny	Record 1509	#defaultStyleMap	75.6833333333333	42.6333333333333	0	Igneous	Kyrgyzstan
Adychan	Record 1537	#defaultStyleMap	137.483055555556	66.7005555555556	0	Surficial	Russia
Aginskoe	Record 1538	#defaultStyleMap	157.865	55.5102777777778	0	Hydrothermal	Russia
Aliskerov	Record 1548	#defaultStyleMap	167.847222222222	67.7538888888889	0	Surficial	Russia
Allakh-Yun	Record 1549	#defaultStyleMap	138.148611111111	61.0083333333333	0	Surficial	Russia
Ametistovoe	Record 1550	#defaultStyleMap	164.666666666667	61.4402777777778	0	Hydrothermal	Russia
Asachinskoe	Record 1553	#defaultStyleMap	157.846111111111	52.4125	0	Hydrothermal	Russia
Badran-Bezvodnyj	Record 1554	#defaultStyleMap	141.283888888889	64.2936111111111	0	Surficial	Russia
Baley	Record 1557	#defaultStyleMap	116.6	51.6333333333333	0	Hydrothermal	Russia
Berezovsk	Record 1567	#defaultStyleMap	60.7333333333333	57.85	0	Hydrothermal	Russia
Blagoveshchensk-Svobodnensky district	Record 1570	#defaultStyleMap	127.416666666667	50.8333333333333	0	Surficial	Russia
Bodajbo	Record 1571	#defaultStyleMap	114.245	57.9305555555556	0	Surficial	Russia
Burindinskoe	Record 1578	#defaultStyleMap	124.9	53.6833333333333	0	Hydrothermal	Russia
Chepak	Record 1581	#defaultStyleMap	152.747777777778	63.0777777777778	0	Igneous	Russia
Dambuki	Record 1583	#defaultStyleMap	126.666666666667	54.6666666666667	0	Surficial	Russia
Darasunskoe	Record 1584	#defaultStyleMap	115.498333333333	52.3694444444444	0	Hydrothermal	Russia
Dukat	Record 1588	#defaultStyleMap	155.189444444444	62.6016666666667	0	Hydrothermal	Russia
Dzhagdy	Record 1589	#defaultStyleMap	130	53.8333333333333	0	Surficial	Russia
Gonzhinsky (Gonzha)	Record 1601	#defaultStyleMap	125.5	53.5	0	Surficial	Russia
Julietta	Record 1619	#defaultStyleMap	153.983333333333	61.1666666666667	0	Hydrothermal	Russia
Karalveem	Record 1627	#defaultStyleMap	166.153888888889	68.1791666666667	0	Hydrothermal	Russia
Karamken	Record 1628	#defaultStyleMap	150.848055555556	60.3688888888889	0	Hydrothermal	Russia
Khakandzhinskoe (Khakandzha)	Record 1634	#defaultStyleMap	142.592222222222	60.0263888888889	0	Hydrothermal	Russia
Kirovskoe	Record 1641	#defaultStyleMap	124.427777777778	54.3166666666667	0	Igneous	Russia
Kubaka	Record 1652	#defaultStyleMap	160.040555555556	63.8530555555556	0	Hydrothermal	Russia
Kumroch	Record 1654	#defaultStyleMap	161.164722222222	55.6644444444444	0	Hydrothermal	Russia
Kurun-Agalyk, Njuchcha, Nera, Zenit	Record 1658	#defaultStyleMap	144.4	64.5625	0	Surficial	Russia
Kurun-Uryakh	Record 1659	#defaultStyleMap	137.183888888889	58.6169444444444	0	Surficial	Russia
Kyuchyus	Record 1660	#defaultStyleMap	134.754444444444	69.7991666666667	0	Hydrothermal	Russia
Lebedinskoe 2	Record 1665	#defaultStyleMap	102.686944444444	60.9041666666667	0	Hydrothermal	Russia
Paishanlou	Record 156	#defaultStyleMap	121.9306	40.8056	0	Hydrothermal	China
Maiskoe	Record 1677	#defaultStyleMap	173.729444444444	69.0394444444444	0	Hydrothermal	Russia
Malokhingansky district	Record 1679	#defaultStyleMap	130.916666666667	49.1666666666667	0	Surficial	Russia
Malomyr	Record 1681	#defaultStyleMap	131.515555555556	53.1188888888889	0	Hydrothermal	Russia
Natalka	Record 1688	#defaultStyleMap	147.684444444444	61.6561111111111	0	Hydrothermal	Russia
Netchen-Khaya	Record 1690	#defaultStyleMap	151.5375	61.7038888888889	0	Igneous	Russia
Nezhdaninka	Record 1691	#defaultStyleMap	139.309444444444	62.5613888888889	0	Hydrothermal	Russia
Nizhne-Kjuchusskoe	Record 1695	#defaultStyleMap	134.761666666667	69.7716666666667	0	Hydrothermal	Russia
Nizhnenyukzinsky district	Record 1697	#defaultStyleMap	122.016666666667	56.4666666666667	0	Surficial	Russia
Okhotsk	Record 1701	#defaultStyleMap	143.442777777778	59.7391666666667	0	Surficial	Russia
Olcha	Record 1702	#defaultStyleMap	156.441111111111	64.9477777777778	0	Hydrothermal	Russia
Olympiada	Record 1705	#defaultStyleMap	92.8833333333333	59.8666666666667	0	Sedimentary	Russia
Pavlik	Record 1712	#defaultStyleMap	147.779722222222	61.5997222222222	0	Hydrothermal	Russia
Pioneer	Record 1717	#defaultStyleMap	126.45	53.45	0	Igneous	Russia
Pokrovskoe	Record 1719	#defaultStyleMap	126.364166666667	53.3519444444444	0	Hydrothermal	Russia
Rodnikovoe	Record 1722	#defaultStyleMap	158.266666666667	52.8402777777778	0	Hydrothermal	Russia
Sarylakhskoe	Record 1730	#defaultStyleMap	142.408611111111	64.4022222222222	0	Hydrothermal	Russia
Sentachan	Record 1732	#defaultStyleMap	137.052222222222	66.4516666666667	0	Igneous	Russia
Shkolnoe	Record 1735	#defaultStyleMap	148.8025	61.4588888888889	0	Igneous	Russia
Sinyukhinskoye	Record 1737	#defaultStyleMap	86.6833333333333	51.9166666666667	0	Hydrothermal	Russia
Sovetskoe	Record 1744	#defaultStyleMap	93.0219444444444	60.3536111111111	0	Hydrothermal	Russia
Srednenuykzhinsk	Record 1746	#defaultStyleMap	124.25	54.8833333333333	0	Surficial	Russia
Sukhoi Log	Record 1750	#defaultStyleMap	115.25	58.6166666666667	0	Hydrothermal	Russia
Susuman (Chai, Yuryuyen)	Record 1752	#defaultStyleMap	147.860833333333	62.825	0	Surficial	Russia
Taseevskoe	Record 1760	#defaultStyleMap	113.023055555556	52.2497222222222	0	Hydrothermal	Russia
Tokur	Record 1767	#defaultStyleMap	132.824722222222	53.1516666666667	0	Hydrothermal	Russia
Vasilkovskoe	Record 1783	#defaultStyleMap	54.1341666666667	67.9552777777778	0	Hydrothermal	Russia
Verkhne-Indigirsky	Record 1785	#defaultStyleMap	122.5	53.9166666666667	0	Surficial	Russia
Verkhne-Yansky	Record 1787	#defaultStyleMap	132.75	53	0	Surficial	Russia
Verkhneamursk	Record 1788	#defaultStyleMap	122.5	53.9166666666667	0	Surficial	Russia
Verkhneselemdzha 1	Record 1789	#defaultStyleMap	132.75	53	0	Surficial	Russia
Verkhneselemdzha 2	Record 1790	#defaultStyleMap	125	55.6666666666667	0	Surficial	Russia
Verkhnezeisk	Record 1791	#defaultStyleMap	131.083333333333	54.9166666666667	0	Surficial	Russia
Vetrenskoe	Record 1793	#defaultStyleMap	149.558055555556	61.7444444444444	0	Metamorphic	Russia
Zarechenskoye	Record 1804	#defaultStyleMap	82.1	51.1833333333333	0	Hydrothermal	Russia
Zeiya-Selemdzha	Record 1805	#defaultStyleMap	128.833333333333	52.8333333333333	0	Surficial	Russia
Hodrusa District	Record 1811	#defaultStyleMap	18.45	48.25	0	Hydrothermal	Slovakia
El Valle-Boinas-Carles	Record 1822	#defaultStyleMap	-6.31666666666667	43.3	0	Hydrothermal	Spain
Bjorkdal	Record 1834	#defaultStyleMap	20.2666666666667	64.6666666666667	0	Hydrothermal	Sweden
Chore	Record 1845	#defaultStyleMap	68.5541666666667	39.3975	0	Igneous	Tajikistan
Jakhsu	Record 1849	#defaultStyleMap	70.4052777777778	38.58	0	Surficial	Tajikistan
Jilau	Record 1851	#defaultStyleMap	67.7166666666667	39.3333333333333	0	Igneous	Tajikistan
Taror	Record 1853	#defaultStyleMap	67.8816666666667	39.2838888888889	0	Hydrothermal	Tajikistan
Beregovo	Record 1861	#defaultStyleMap	22.6166666666667	48.3333333333333	0	Hydrothermal	Ukraine
Amantaytav	Record 1881	#defaultStyleMap	64.3166666666667	41.3333333333333	0	Hydrothermal	Uzbekistan
Daugyztau	Record 1884	#defaultStyleMap	63.9811111111111	41.1825	0	Hydrothermal	Uzbekistan
Kokpatas	Record 1889	#defaultStyleMap	63.8069444444444	42.24	0	Igneous	Uzbekistan
Muruntau	Record 1892	#defaultStyleMap	64.5833333333333	41.5166666666667	0	Igneous	Uzbekistan
Zarmitan	Record 1895	#defaultStyleMap	66.7333333333333	40.3333333333333	0	Igneous	Uzbekistan
